Index       TIME             V(CLK)            V(DONE)           V(INIT)        V(OP_A_3_0_)      V(OP_B_3_0_)        V(RESET)       V(RESULT_7_0_)  
911      2.60000818e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
912      2.60001638e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
913      2.60003276e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
914      2.60006553e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
915      2.60013106e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
916      2.60026214e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
917      2.60052428e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
918      2.60104857e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
919      2.60209714e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
920      2.60419430e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
921      2.60838860e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
922      2.61677721e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
923      2.63355442e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
924      2.66710886e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
925      2.69999990e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
926      2.69999990e-07    1.12500036e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
927      2.69999990e-07    3.37500014e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
928      2.69999990e-07    7.87499968e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
929      2.69999991e-07    1.68749997e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
930      2.69999992e-07    3.48749998e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
931      2.69999994e-07    7.08750000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
932      2.69999998e-07    1.42875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
933      2.70000000e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
934      2.70000001e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
935      2.70000002e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
936      2.70000006e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
937      2.70000012e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
938      2.70000025e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
939      2.70000050e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
940      2.70000102e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
941      2.70000204e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
942      2.70000409e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
943      2.70000818e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
944      2.70001638e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
945      2.70003276e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
946      2.70006553e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
947      2.70013106e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
948      2.70026214e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
949      2.70052428e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
950      2.70104857e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
951      2.70209714e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
952      2.70419430e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
953      2.70838860e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
954      2.71677721e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
955      2.73355442e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
956      2.76710886e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
957      2.79999990e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
958      2.79999990e-07    1.78875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
959      2.79999990e-07    1.76625000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
960      2.79999990e-07    1.72125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
961      2.79999991e-07    1.63125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
962      2.79999992e-07    1.45125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
963      2.79999994e-07    1.09125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
964      2.79999998e-07    3.71249996e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
965      2.80000000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
966      2.80000001e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
967      2.80000002e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
968      2.80000006e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
969      2.80000012e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
970      2.80000025e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
971      2.80000050e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
972      2.80000102e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
973      2.80000204e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
974      2.80000409e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
975      2.80000818e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
976      2.80001638e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
977      2.80003276e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
978      2.80006553e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
979      2.80013106e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
980      2.80026214e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
981      2.80052428e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
982      2.80104857e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
983      2.80209714e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
984      2.80419430e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
985      2.80838860e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
986      2.81677721e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
987      2.83355442e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
988      2.86710886e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
989      2.89999990e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
990      2.89999990e-07    1.12500036e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
991      2.89999990e-07    3.37500014e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
992      2.89999990e-07    7.87499968e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
993      2.89999991e-07    1.68749997e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
994      2.89999992e-07    3.48749998e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
995      2.89999994e-07    7.08750000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
996      2.89999998e-07    1.42875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
997      2.90000000e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
998      2.90000001e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
999      2.90000002e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1000     2.90000006e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1001     2.90000012e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1002     2.90000025e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1003     2.90000050e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1004     2.90000102e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1005     2.90000204e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1006     2.90000409e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1007     2.90000818e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1008     2.90001638e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1009     2.90003276e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1010     2.90006553e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1011     2.90013106e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1012     2.90026214e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1013     2.90052428e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1014     2.90104857e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1015     2.90209714e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1016     2.90419430e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1017     2.90838860e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1018     2.91677721e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1019     2.93355442e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1020     2.96710886e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1021     2.99999990e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1022     2.99999990e-07    1.78875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1023     2.99999990e-07    1.76625000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1024     2.99999990e-07    1.72125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1025     2.99999991e-07    1.63125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1026     2.99999992e-07    1.45125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1027     2.99999994e-07    1.09125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1028     2.99999998e-07    3.71249996e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1029     3.00000000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1030     3.00000001e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1031     3.00000002e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1032     3.00000006e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1033     3.00000012e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1034     3.00000025e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1035     3.00000050e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1036     3.00000102e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1037     3.00000204e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1038     3.00000409e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1039     3.00000818e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1040     3.00001638e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1041     3.00003276e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1042     3.00006553e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1043     3.00013106e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1044     3.00026214e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1045     3.00052428e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1046     3.00104857e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1047     3.00209714e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1048     3.00419430e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1049     3.00838860e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1050     3.01677721e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1051     3.03355442e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1052     3.06710886e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1053     3.09999990e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1054     3.09999990e-07    1.12500036e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1055     3.09999990e-07    3.37500014e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1056     3.09999990e-07    7.87499968e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1057     3.09999991e-07    1.68749997e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1058     3.09999992e-07    3.48749998e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1059     3.09999994e-07    7.08750000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1060     3.09999998e-07    1.42875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1061     3.10000000e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1062     3.10000001e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1063     3.10000002e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1064     3.10000006e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1065     3.10000012e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1066     3.10000025e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1067     3.10000050e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1068     3.10000102e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1069     3.10000204e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1070     3.10000409e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1071     3.10000818e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1072     3.10001638e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1073     3.10003276e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1074     3.10006553e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1075     3.10013106e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1076     3.10026214e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1077     3.10052428e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1078     3.10104857e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1079     3.10209714e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1080     3.10419430e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1081     3.10838860e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1082     3.11677721e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1083     3.13355442e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1084     3.16710886e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1085     3.19999990e-07    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1086     3.19999990e-07    1.78875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1087     3.19999990e-07    1.76625000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1088     3.19999990e-07    1.72125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1089     3.19999991e-07    1.63125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1090     3.19999992e-07    1.45125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1091     3.19999994e-07    1.09125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1092     3.19999998e-07    3.71249996e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1093     3.20000000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1094     3.20000001e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1095     3.20000002e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
1096     3.20000006e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00
